지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),최소상대습도(%),월합강수량(00~24h만)(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),평균운량(1/10),합계 일조시간(hr),일조율(%),평균지면온도(°C)
119,수원,Apr-22,13.5,20,8,26.2,1.3,1012.8,1017.6,9.4,61,14,42.4,14.2,2.1,7.3,4.2,256.8,65.03,15.1
119,수원,May-22,18.1,24.2,12.3,29.6,6.4,1008.1,1012.8,12.1,60,16,13.4,10,2.3,7.3,3.8,317.2,72.19,22.1
119,수원,Jun-22,23.1,27.7,19.2,31.7,13.7,1002.9,1007.5,19,69,18,472.1,285,2.3,9.8,6.7,162.1,36.82,25.4
119,수원,Jul-22,27.1,31.2,23.7,35.2,21.1,1001.4,1005.9,27.5,79,28,243,139.1,1.9,7.2,6.5,196.1,43.78,28.8
119,수원,Aug-22,25.5,29.2,22.6,33,14.8,1002.8,1007.3,27.6,85,35,640.8,192.8,1.9,6.7,7.1,145.7,34.64,27
119,수원,Sep-22,22.1,27.5,17.7,32,11.1,1009,1013.6,18.7,72,24,190.1,120.4,1.8,7.6,5.2,215.3,57.69,23.4
119,수원,Oct-22,14.3,19.9,9.5,27.4,2.5,1017.3,1022.1,11.8,71,24,108.5,38.7,1.7,7.3,3.9,236.2,67.74,15.1
119,수원,Nov-22,9.5,15.7,4.1,22.1,-7.9,1017.1,1022,8.3,69,14,51.4,34.7,1.5,6.4,3.5,200.6,65.49,9.1
119,수원,Dec-22,-3.9,0.8,-8.4,9.6,-14.6,1020.7,1025.8,3.4,71,26,19.7,4.1,1.8,7.8,3.3,202.8,67.8,-0.8
119,수원,Jan-23,-2.1,3,-6.9,12.6,-16.7,1020.2,1025.3,3.8,67,19,38.9,25.2,1.8,7.8,3.4,201.3,65.34,-0.9
119,수원,Feb-23,1.6,7.2,-3.3,11.5,-7.1,1021.2,1026.2,4.2,63,21,0.7,0.5,1.7,7.3,3.4,196.6,64.93,2.6
119,수원,Mar-23,8.5,15.9,2.1,24.9,-3.3,1015.6,1020.5,5.9,55,12,5.5,5.2,1.9,8.1,3.2,245.7,66.26,11.1
119,수원,Apr-23,13,18.8,7.3,28.2,1.5,1010.2,1014.9,8.6,61,11,67.4,35.7,2.2,9.1,5.1,188.9,47.87,16
119,수원,May-23,18.3,24.3,12.9,30.4,5.1,1008.5,1013.1,13.6,66,18,120.3,46.8,1.9,6.9,5.3,235.2,53.56,21.5
119,수원,Jun-23,22.4,27.4,18.3,33.6,13.9,1002.5,1007,19.6,74,27,131.5,58.6,2,6.2,5.5,214.7,48.77,27
119,수원,Jul-23,25.9,29.9,22.8,34.4,20.5,1002.9,1007.4,27.3,83,43,490.5,86.3,2,7.4,6.7,164.8,36.76,27.6
119,수원,Aug-23,26.7,30.9,23.3,34.9,19.9,1001,1005.5,26.8,78,46,200.7,91.6,1.9,6.3,6.2,194.1,46.09,30
119,수원,Sep-23,23.1,27.5,19.4,32.5,13.9,1008.5,1013.1,21.2,77,33,135.6,36.6,1.6,5.6,6.1,169,45.26,25.4
119,수원,Oct-23,14.9,20.9,9.8,24.4,3,1014.3,1019,11.9,72,25,35.8,24.1,1.5,7.4,3.9,216.4,62.04,17.3
119,수원,Nov-23,6.7,11.9,2.2,26.2,-6.5,1017,1022,7.6,67,15,99,54.5,2.2,9.4,4,175.3,57.21,7.9
119,수원,Dec-23,1.1,5.7,-3.3,17.6,-13.7,1020,1025,5.3,71,28,83.5,30.7,1.8,9,4.8,143.3,47.89,1.5
121,영월,Jan-21,-3,3.4,-8.8,13.5,-19,994.3,1024.8,3.3,61,15,13.1,4.4,1.1,9.1,3.9,189,61.28,-2.2
121,영월,Feb-21,2.2,9.1,-4.3,20.9,-11.6,991.3,1021.1,3.9,53,5,9.4,6.2,1.4,7,3.5,203.8,67.15,1.8
121,영월,Mar-21,8.2,15,2,23.5,-2.4,990.6,1019.7,6.1,61,5,93.8,62.2,1.3,6.3,4.7,204.4,55.05,8.4
121,영월,Apr-21,12.7,20.2,5.7,30,-0.5,989.8,1018.4,7.3,54,11,95.8,50.5,1.5,7.8,4.8,214.2,54.24,14.4
121,영월,May-21,15.4,21.8,9.9,31.3,2.3,981.3,1009.3,12.3,73,11,154.3,63.9,1.1,6.5,6,182.9,41.64,17.5
121,영월,Jun-21,21,27.4,16.2,32.3,10.1,980.7,1008.1,18.1,75,25,141,72.9,1,5.5,6.6,195.3,44.36,24.7
121,영월,Jul-21,25.4,31.8,20.8,36.6,17.1,981.6,1008.6,24.4,78,34,180.2,30.8,0.9,6.6,6.2,222.6,49.72,31.1
121,영월,Aug-21,23.3,28.7,19.9,34.8,16.8,982,1009.1,23.1,82,38,192.6,31.3,0.9,7.6,7.7,116.5,27.72,27.8
121,영월,Sep-21,19.9,25.8,15.7,28.7,12.4,986.7,1014.3,18.3,81,39,136.9,53.2,1,6.3,6.5,163.4,43.83,22.8
121,영월,Oct-21,13.5,20.2,9.2,28.4,-0.1,993.3,1021.9,12.8,80,23,44.8,12.5,0.7,5.5,5.7,155.7,44.66,15.6
121,영월,Nov-21,6.6,13.3,1.4,22.7,-5.5,990.7,1020,6.8,70,13,40.8,20.1,1,8.2,4.4,167.5,54.68,6.7
121,영월,Dec-21,0.1,5.8,-5.1,12.7,-15.1,994.8,1025,4.2,64,16,3.7,1.5,1.1,8.6,3.4,180.2,60.19,-0.1
121,영월,Jan-22,-2.5,3.8,-8.7,10.6,-14.3,994.6,1025.1,3,59,16,1.2,0.7,0.9,6.9,3.2,206.5,66.98,-2.2
121,영월,Feb-22,-1.5,4.9,-7.8,12.8,-13.4,995,1025.4,2.7,48,12,3.6,2.1,1.5,7.5,3.1,226.4,74.62,-0.9
121,영월,Mar-22,6.8,13.9,0.4,20.6,-6.3,988.4,1017.6,6,61,10,68.7,22.7,1.3,7.4,5,182.4,49.16,6.5
121,영월,Apr-22,13.4,21.5,5.6,29.3,-0.9,988.6,1017,7.5,52,10,30.8,8.2,1.3,6.1,4.2,249.6,63.25,15
121,영월,May-22,17.3,25.5,9.7,32.1,3.6,984.3,1012.2,10.1,55,12,10.5,6.6,1.2,5.9,4.3,274.2,62.45,22.5
121,영월,Jun-22,22.1,29.1,16.6,35.8,9.1,980.3,1007.5,18,69,11,194.8,96.5,1.2,6.5,6.4,171.8,39.03,26.2
121,영월,Jul-22,25.1,30.7,21.5,35.1,19,979.2,1006.1,25.3,81,36,274.3,76.8,0.9,6.9,6.7,174.7,39.02,28.8
121,영월,Aug-22,23.7,27.9,20.8,33.1,12.7,980.4,1007.5,25,86,29,442.4,109.5,0.7,4.5,7.5,116,27.58,26.5
121,영월,Sep-22,19.5,26.4,14.7,32,8.2,986.4,1014.1,17.2,77,26,115.8,57.3,1,6.6,6.6,173.3,46.46,23.3
121,영월,Oct-22,12.3,19.6,7.6,27.4,0.4,993.5,1022.3,11.1,78,24,78.3,53.6,0.8,5.5,6,159.1,45.61,15.1
121,영월,Nov-22,7.5,15.4,1.6,22,-5.7,992.8,1022.1,7.3,71,9,53.9,13.8,0.7,6.5,3.8,171.4,55.94,8.3
121,영월,Dec-22,-4.2,1.5,-9.3,9.6,-16.8,994.6,1025.3,3.1,67,20,14.4,7.3,0.9,7,3.6,170.3,56.88,-0.1
121,영월,Jan-23,-2.8,3.4,-8.5,12.4,-18.9,994.6,1025.1,3.5,67,12,28.1,16.6,0.9,7.5,3.2,189.7,61.55,-1.1
121,영월,Feb-23,1.4,8.3,-4.6,14.3,-9.7,995.9,1025.9,3.7,57,7,3,2.8,1,6.9,3.9,187.6,61.91,1.5
121,영월,Mar-23,8.7,17.2,0.7,27.6,-5.4,991.3,1020.3,5.1,48,7,16.7,10.1,1.1,6.6,3.4,250.5,67.56,9.7
121,영월,Apr-23,12.4,19.8,5.6,30,-0.7,986.6,1015.1,7.7,57,4,52.3,20.7,1.4,7.1,5.1,190.2,48.23,14.3
121,영월,May-23,17.4,25.1,10.6,30.8,2.9,985.6,1013.5,12.1,64,12,119.2,39.2,1.1,6.7,5.6,225,51.25,22.1
121,영월,Jun-23,21.9,28.4,16.9,34.2,11.2,979.8,1007.1,18.4,72,21,180.8,37.1,1,5.9,6,215.4,48.93,27.6
121,영월,Jul-23,24.7,30,21.4,34.9,18.9,981,1008,25.9,85,37,491.5,142.8,0.7,6.2,7,152.9,34.14,28.6
121,영월,Aug-23,25.4,31.1,21.6,36.5,18.9,979.2,1006.1,25.4,80,44,290.1,79.6,1,5.9,6.8,180.5,42.88,29.9
121,영월,Sep-23,21.3,27,17.5,31.4,12.5,986.1,1013.6,20.2,81,11,166.8,64.1,0.8,5.2,6.3,166.6,44.62,24.4
121,영월,Oct-23,12.5,19.6,7.8,22.7,0.5,991,1019.6,11.2,80,24,21.2,12.2,0.7,7.1,4.9,170.9,48.97,14.4
121,영월,Nov-23,5.9,12.4,0.2,25.8,-7.7,992.3,1021.7,6.6,65,12,37.3,17.9,1.2,7.2,3.7,185,60.36,4.9
121,영월,Dec-23,0,5.6,-4.7,17.6,-15,995.3,1025.5,4.7,69,22,100.5,43.1,1,6.6,4,150.4,50.22,-1.3
127,충주,Jan-21,-3.6,2.7,-9.6,13.3,-19.6,1010.8,1025.6,3.4,64,21,13.6,4.9,1.4,8.3,4.4,179.7,58.17,-1.2
127,충주,Feb-21,1.7,8.4,-4.7,22.3,-11.9,1007.6,1022,4.1,58,12,12.3,7.5,1.7,7.7,4,197.3,67.38,2.8
127,충주,Mar-21,8.1,14.9,1.8,23.2,-3.1,1006.1,1020.1,6.5,64,8,80.5,48,1.6,6.9,4.8,213.9,57.62,9.6
127,충주,Apr-21,13.1,19.7,6.3,29.4,0,1004.8,1018.6,7.7,54,10,63.4,36.4,1.9,9.9,4.9,227.9,57.74,14.7
127,충주,May-21,16.2,22.2,10.3,30,3.2,996,1009.4,12.8,71,20,178.4,54.9,1.6,7.5,5.7,192.9,43.94,18.8
127,충주,Jun-21,22.1,27.6,17.3,31.6,11.5,994.8,1007.9,19.1,73,30,130.4,42.3,1.4,5.5,6.2,194.6,44.22,25.3
127,충주,Jul-21,26.4,31.7,21.9,34.7,19.8,995.4,1008.3,25.8,77,35,310.7,85.4,1.3,9.4,6.2,226.8,50.74,30.4
127,충주,Aug-21,24.4,28.8,20.9,34.9,17.8,995.8,1008.8,24.3,80,44,239.9,45.9,1.3,6.5,7.4,143.1,34.07,27.5
127,충주,Sep-21,21,26,16.3,29.1,12.7,1000.7,1014,19.1,78,32,240.3,111.5,1.4,5.9,6.2,185.5,49.77,23.5
127,충주,Oct-21,13.8,20.3,9,30.1,-1.3,1008,1021.7,13.2,80,28,45.5,13.6,1,5.3,5.5,176.9,50.73,16.7
127,충주,Nov-21,6.4,13.2,1.1,20.5,-5.2,1005.5,1019.6,7.3,75,30,44.9,20.5,1.2,7.1,4.5,156.6,51.08,7.9
127,충주,Dec-21,-0.5,5.3,-5.7,11.6,-15.3,1010.4,1025,4.4,69,20,5.6,2.1,1.2,8.3,3.4,165.6,55.2,1.4
127,충주,Jan-22,-3.4,3,-9.4,9.1,-14.4,1010.2,1025,3,62,23,2,0.9,0.9,6.4,3.2,204.5,66.22,-0.6
127,충주,Feb-22,-2,4.4,-8.2,11.6,-13.6,1010.9,1025.6,2.8,53,13,4.3,2.8,1.6,7.2,3.6,222.9,73.44,1.3
127,충주,Mar-22,6.7,13.2,0.4,20.5,-6.2,1003.1,1017.2,6.3,64,15,79.9,32.4,1.3,8.1,5.4,186.1,50.16,8.9
127,충주,Apr-22,13.4,21.1,5.9,27.9,-1.2,1002.7,1016.4,8.4,56,12,45.8,18.7,1.3,6.2,4.3,266.5,67.57,15.9
127,충주,May-22,17.8,25.3,10.1,30.4,3.5,998.2,1011.6,10.9,56,15,8.6,4.7,1.5,6.3,3.9,304.8,69.49,24.2
127,충주,Jun-22,22.9,28.3,17.7,34.7,10.2,993.5,1006.6,19.4,70,15,219,89.8,1.5,5.9,6.3,173.5,39.42,27.2
127,충주,Jul-22,26,30.5,22.3,34.7,19.7,992.1,1005,26.6,81,48,350.5,83.2,1.3,5.6,6.5,160.5,35.89,28
127,충주,Aug-22,25,28.8,21.6,33.3,12.9,993.5,1006.4,25.9,82,35,457.3,143.7,1.1,6.7,7.3,117,27.84,26.8
127,충주,Sep-22,20.5,26.7,15.5,32.1,8.1,999.5,1012.8,18.2,76,26,102,50.6,1.2,6.5,6.3,212.4,56.94,23.6
127,충주,Oct-22,12.7,19.5,6.8,26,-2.7,1007.5,1021.3,11.6,78,19,96.5,59,1.1,5.7,5.1,202.1,57.92,15.7
127,충주,Nov-22,7.6,15.2,1.5,23.8,-5.9,1007.2,1021.3,7.7,73,21,79.5,28.9,0.9,5.2,4,189.4,61.71,8.5
127,충주,Dec-22,-4.8,0.8,-9.8,8.8,-17.5,1010.5,1025.3,3.1,70,20,18.8,9.9,0.9,6.3,4.4,163.1,54.37,-0.2
127,충주,Jan-23,-3.1,3.1,-8.6,11.8,-18.8,1010.1,1024.8,3.6,69,17,23,9.5,1,6.7,3.6,180.9,58.62,-1
127,충주,Feb-23,0.9,7.4,-4.9,13.3,-9.7,1011.1,1025.6,4,63,15,3.3,2.9,1,7.1,3.8,179.2,59.06,1.6
127,충주,Mar-23,8.6,17,0.8,25.8,-6.4,1005.8,1019.8,5.6,51,10,16.7,10.2,1.3,6.3,3.4,244.8,66.02,9.3
127,충주,Apr-23,13,19.7,5.9,27.3,-0.7,1000.7,1014.4,8.1,57,9,32.1,8.9,1.6,7.8,5.3,192.5,48.82,14.8
127,충주,May-23,18.4,24.9,11.4,32,3,999.1,1012.5,12.7,62,16,123.8,37.5,1.4,8.1,5.5,239.6,54.65,22.5
127,충주,Jun-23,22.8,28.4,17.7,33.4,12.1,993.2,1006.2,19.2,71,24,239.6,88.2,1.3,8.4,5.9,196.8,44.74,27.3
127,충주,Jul-23,25.9,30.4,22.4,34.9,19.2,993.9,1006.9,26.7,81,43,554.2,172.3,1.1,5.7,6.7,139.3,31.13,28.5
127,충주,Aug-23,26.5,31.4,22.6,35.5,18.2,991.9,1004.8,26.7,78,43,248,91.3,1.2,4.9,6.3,172.2,40.96,30.2
127,충주,Sep-23,22.4,27.3,18.4,31.9,13.3,999.2,1012.4,21.1,79,35,242.5,61.5,1.1,6.9,6.1,173.1,46.38,25.8
127,충주,Oct-23,13,20.1,7.3,23.1,0.8,1004.9,1018.7,11.6,79,26,31.3,16.9,0.8,5.8,4.5,191.4,54.83,15.9
127,충주,Nov-23,6,12.2,0.4,26.4,-8,1007.2,1021.4,7.2,68,9,50.8,22.9,1.5,7.9,3.6,178.4,58.11,8
127,충주,Dec-23,0.3,5.6,-4.4,18.6,-14.7,1010.2,1024.7,5.1,73,4,96.3,45.4,1.4,7.9,4.3,129.3,43.1,2.1
129,서산,Jan-21,-1.8,3.1,-6.9,13.6,-19.7,1021.9,1025.1,4.1,71,16,25.3,13.2,1.9,10.3,5.9,170.8,55.22,0.4
129,서산,Feb-21,2.5,7.8,-2.6,16.7,-11.1,1018.9,1022,4.9,64,12,9.6,4.4,2.6,10.1,4.5,192.8,63.44,3.4
129,서산,Mar-21,7.5,14.4,1.7,23.4,-3.7,1017,1020.2,7.2,71,13,112.8,72.5,2,9.5,5.1,217.7,58.63,9.8
129,서산,Apr-21,12.8,19.3,7,28.1,0.9,1015.5,1018.5,8.5,61,15,110.6,42.5,2.3,8,5.2,226.3,57.35,15.1
129,서산,May-21,16.2,21.9,11.5,30,5.6,1006.5,1009.5,13,73,19,132.3,25.8,2.3,8,5.6,215.5,49.14,18.7
129,서산,Jun-21,21.9,27.1,17.7,32.2,11.6,1005,1007.9,19.9,78,30,70.9,22.3,1.9,7.1,6.1,219.8,50,24.8
129,서산,Jul-21,26.7,31.9,22.5,35.8,18.8,1005.2,1008,26.5,78,33,121.6,67.1,1.8,7.1,5.9,251.7,56.41,30.4
129,서산,Aug-21,25.2,30.1,21.5,34.5,18,1005.7,1008.5,25.3,81,37,217.8,59.8,1.7,9.7,7.1,170.5,41.98,29
129,서산,Sep-21,21.9,26.9,17.8,29.9,13.8,1010.4,1013.3,20.2,79,36,206,93.4,2,7.2,5.6,197,52.87,24.8
129,서산,Oct-21,15.2,21.5,10.1,28.2,0.8,1018.5,1021.5,14,78,24,55.9,19.9,1.5,10.7,4.9,213.4,61.18,17.9
129,서산,Nov-21,8.2,14.4,3,22.1,-3.3,1017.1,1020.2,8.5,79,28,126.2,36,1.7,9.5,5,183.3,59.73,9
129,서산,Dec-21,1.6,6.9,-3,13.5,-12.4,1022.4,1025.6,5.1,71,22,18.3,4.7,2,8.7,4.7,159.7,53.04,2.4
129,서산,Jan-22,-2.2,3.3,-7.5,9.2,-12.9,1022.3,1025.6,3.6,69,26,8.6,3.1,1.7,7.6,4,198.9,64.33,-0.3
129,서산,Feb-22,-1.1,4.1,-6.1,12.4,-10.8,1023.3,1026.6,3.7,65,10,4.7,1.7,2.4,8.9,4.6,192.8,63.46,1.5
129,서산,Mar-22,6.1,11.8,0.5,18.2,-6.4,1014.8,1017.9,7.1,74,15,72.1,23.1,2.2,10.3,5.3,164.1,44.22,8.7
129,서산,Apr-22,12.3,18.5,6.3,24.9,-2.4,1014.4,1017.4,9.8,69,16,52.2,18.1,2.3,8.5,4.7,246.4,62.52,16.7
129,서산,May-22,16.8,22.7,11.2,27.6,3.5,1009.9,1012.9,12.6,67,19,2.9,2,2.6,7.3,3.8,315.6,71.99,22.9
129,서산,Jun-22,22.3,26.6,18.6,30.2,14.3,1004.3,1007.2,20.8,78,22,352.4,209.6,2.8,9.6,6.2,146.7,33.37,25.7
129,서산,Jul-22,26.2,30.4,22.8,34.5,20.2,1002.8,1005.6,26.9,80,45,178.4,60.6,1.9,8.5,6.1,183.7,41.14,28.9
129,서산,Aug-22,24.9,28.3,21.8,32,14.4,1004.2,1007,26.7,84,34,468.7,118,2.2,7,6.5,139.8,33.29,27
129,서산,Sep-22,21.2,26.8,16.7,30.1,9.7,1010.2,1013.1,18.9,76,29,165.9,108.1,2,9.8,5.9,186.2,49.95,23.6
129,서산,Oct-22,13.7,19.5,8.5,27.1,1.4,1018.9,1021.9,11.7,74,28,160,78.7,1.7,8,4.8,215.5,61.71,16.1
129,서산,Nov-22,9.3,16.1,3.7,22.5,-3.8,1018.6,1021.7,8.6,73,23,72.9,56,1.6,7.1,4.5,185.3,60.3,10.4
129,서산,Dec-22,-1.9,2.9,-6.5,11,-13.9,1022.3,1025.5,3.8,71,24,31.9,6.9,1.8,9.8,5.9,143.6,47.71,1
129,서산,Jan-23,-1.3,3.9,-6.5,15.1,-15.5,1022,1025.2,4.2,71,27,30.5,20.1,2,8.7,4.4,179.6,58.12,0.5
129,서산,Feb-23,1.1,6.7,-4.2,11.4,-9.2,1023.2,1026.4,4.3,66,20,0.1,0.1,1.8,9.3,3.9,196.8,64.82,3
129,서산,Mar-23,7.6,14.6,1,24.7,-6.4,1017.7,1020.9,5.8,57,12,6.4,6.3,2.3,9.5,3.9,240.5,64.86,10.2
129,서산,Apr-23,12.5,18.6,6.3,26,-0.5,1012,1015.1,8.9,64,11,54.6,29,2.4,8.7,5.4,197.4,50.09,15.5
129,서산,May-23,17.9,23.6,12.5,27.6,4.3,1010.2,1013.1,14.4,72,14,132.9,61.5,2.1,7.5,5.6,225.7,51.53,21.7
129,서산,Jun-23,22.1,27.1,18.1,33.3,13.9,1004.4,1007.3,20,77,25,138.1,91.9,2.1,7,5.6,214.8,48.87,26.8
129,서산,Jul-23,25.8,29.3,23.1,34,20.6,1004.5,1007.4,28,86,45,507,208.1,2.2,9.2,6.5,159.2,35.63,27.8
129,서산,Aug-23,26.6,31.1,23.1,35.2,19.5,1002.6,1005.5,27.6,81,46,225,73.5,1.8,7.4,5.9,214.1,50.96,29.3
129,서산,Sep-23,22.8,27.4,19.1,32.1,13.4,1010,1012.9,22.3,81,35,166.1,70.6,1.6,6.3,6.1,153.3,41.08,25.2
129,서산,Oct-23,15,20.9,9.7,24.6,3.2,1016.1,1019.1,12.6,76,25,39.6,37.3,1.6,7.6,4.3,214.5,61.41,17.5
129,서산,Nov-23,7.6,12.3,3.2,22.5,-4.4,1018.9,1022,8.5,73,22,122.9,56.5,2.5,9.2,5.2,133.1,43.28,9.2
129,서산,Dec-23,2.1,6.3,-1.8,16.1,-13.6,1021.6,1024.8,6.1,79,37,106.5,38.8,2.1,10.4,6.1,91.9,30.5,4.7
130,울진,Jan-21,0.6,5.9,-4.7,15.7,-16.1,1016.3,1022.5,3.5,48,12,7.2,3,3,10.7,3.6,212.1,68.66,0.2
130,울진,Feb-21,4.8,10.3,-0.5,24,-9.8,1013.1,1019.2,4.8,52,14,3.1,2.2,3,10.2,3.7,211.1,69.56,6.2
130,울진,Mar-21,8.9,13.5,4,20.4,-3.6,1013.4,1019.4,7.6,68,14,106.6,51.6,2.8,10.9,5.5,205.8,55.43,10.3
130,울진,Apr-21,12.1,16.6,7.1,25.9,0.9,1012.8,1018.7,9.3,67,18,76.2,30.2,2.7,9.2,5,223.9,56.73,16.1
130,울진,May-21,16,20.7,11.4,28.5,6.9,1003,1008.7,12.8,72,18,137.2,64.1,2.4,9.6,5.9,205.4,46.8,20.2
130,울진,Jun-21,19.9,23.5,16.9,29,13.3,1003,1008.7,19.5,85,33,49.5,17,2,6.7,6.3,190,43.18,25.3
130,울진,Jul-21,24.7,28.1,21.7,32.5,18.4,1003.8,1009.3,26.9,87,59,120.2,44.4,1.7,6.2,6.2,233.7,52.27,31.2
130,울진,Aug-21,24,27.5,21.1,31.9,17.9,1003.5,1009.1,25.8,87,56,291.3,53.9,2.1,8.1,7.4,134.4,31.98,27.7
130,울진,Sep-21,21,25,17.6,28.8,15.1,1009.1,1014.8,20.5,83,43,142.7,88,2.2,6.6,6.4,158.4,42.5,23.2
130,울진,Oct-21,15.7,20.7,11.5,28.6,3.4,1015,1020.8,14.2,76,20,201.2,101.6,2.5,9.6,5.3,182.5,52.35,15.8
130,울진,Nov-21,10,15.9,4.6,21.2,-1.6,1011.9,1017.9,7.3,57,16,18.1,10,2.6,9.2,3.4,209.4,68.32,8.3
130,울진,Dec-21,3.8,9.7,-1.3,15.7,-10.7,1015.9,1022.1,4.2,48,10,5.6,2.9,3,11,2.9,220.4,73.49,2
130,울진,Jan-22,1.1,6.9,-3.5,12,-7.9,1016.3,1022.4,3.3,48,11,14.6,5.1,2.8,9.3,3.2,238.7,77.3,0.1
130,울진,Feb-22,1.4,7,-3.4,15.1,-10.5,1016.7,1022.9,2.9,42,9,4.3,4.2,3,8.8,2.5,243.3,80.19,1.8
130,울진,Mar-22,7.9,12.7,3.1,19.8,-2.5,1010.8,1016.8,6.6,62,9,77.2,19.5,2.8,8.7,4.9,204,54.99,8.7
130,울진,Apr-22,14,19,9,30,2.1,1010.4,1016.3,9.1,59,10,38.8,20.3,2.9,9.9,4.4,251.7,63.82,17
130,울진,May-22,17.8,23.3,12.7,32.5,5.4,1005.6,1011.3,11.2,57,17,2.6,2,2.4,7.3,4.2,295.9,67.45,23
130,울진,Jun-22,20.9,25.2,17.3,35.8,12.8,1002.2,1007.9,19.5,79,20,82,45.7,2.4,7.7,6.1,183.8,41.77,25.2
130,울진,Jul-22,24.2,27.6,21.7,33.3,19.5,1001,1006.5,26,87,48,78.2,31.6,1.8,6,6.6,167.5,37.46,28.3
130,울진,Aug-22,25,28.4,22,34.8,14.4,1001.4,1007,25.5,81,40,172.2,48.4,1.9,6.7,7.1,152.2,36.2,27.5
130,울진,Sep-22,20.3,24.3,16.3,27.9,11.1,1008.4,1014.1,19.1,80,30,129.6,79,2.4,14.5,6.2,165,44.25,22.5
130,울진,Oct-22,14.3,18.9,10,26.6,4.5,1015.3,1021.2,12.2,75,19,296,94.5,2.4,8.6,5.7,167.8,48.08,14.8
130,울진,Nov-22,11.5,17.1,6.2,22.1,-2.8,1014.1,1020,8.5,61,17,200.6,146.7,2.4,10.8,3.9,208.6,67.99,10
130,울진,Dec-22,1.2,6.4,-3.1,12.3,-9.6,1015.6,1021.8,3,43,14,3.9,3.6,3.1,9.2,3.3,226.5,75.53,0.4
130,울진,Jan-23,2.1,7.3,-2.5,16.6,-13.9,1015.9,1022.1,3.4,45,10,41,25.3,2.9,9.6,3.4,222,71.94,1.2
130,울진,Feb-23,3.9,9,-0.8,18.4,-3.7,1018.2,1024.3,4.6,59,9,65.5,21,2.8,8.8,4.7,170.4,58.18,2.9
130,울진,Mar-23,10,15.1,4.6,24.7,-1,1013.4,1019.4,7.1,58,11,20.3,19.4,2.6,9.6,4.3,230.2,62.12,10.7
130,울진,Apr-23,13.6,18.3,8.6,29.5,4.5,1008.5,1014.4,9.1,60,10,35.7,12.8,2.7,16.1,4.4,225.4,57.15,16
130,울진,May-23,16.9,20.7,12.6,34.9,6.2,1007.6,1013.4,13.5,71,20,109.5,51.9,2.3,9,5.7,245.4,55.98,21.6
130,울진,Jun-23,21.2,25.1,17.7,32.6,13.9,1001.4,1007,19.1,77,24,144.1,40.4,2.1,7,5.9,247.9,56.34,27.1
130,울진,Jul-23,24.2,27.8,21.3,34.9,17.9,1002.1,1007.6,25.2,85,38,187,54.6,2.1,6.4,6.7,165.4,36.97,28
130,울진,Aug-23,25.4,28.5,22.8,37.3,19.8,1000.7,1006.3,27.3,85,40,250.1,144.1,2.1,11.9,6.1,216.4,51.45,29.9
130,울진,Sep-23,22.3,26,19,29.5,13.8,1008,1013.6,22.3,83,48,274.9,133.5,2,7,6,169.4,45.38,24.4
130,울진,Oct-23,15.6,21.4,10.5,25.3,5.4,1012.1,1017.9,11.6,66,20,11.8,3.8,2.1,8,3.8,241.9,69.31,15.4
130,울진,Nov-23,10,15.3,5,28.5,-4.1,1013.1,1019.1,7,51,11,37.4,34.9,2.5,7.8,3.3,230.4,75.07,8.9
130,울진,Dec-23,3.9,8.9,-0.6,19.7,-10.3,1016.8,1022.9,4.9,54,13,139.7,80.2,3.1,15.8,3.7,195.6,65.18,2.4
131,청주,Jan-21,-1.4,3.5,-5.9,13.5,-16.3,1018.1,1025.6,3.7,60,19,12.7,3.5,1.3,6.1,4.2,188.6,60.9,0.1
131,청주,Feb-21,3.6,9.1,-1.6,22.1,-9.2,1014.8,1022.2,4.4,53,11,7.5,4.2,1.6,6.1,3.9,203.2,66.78,4.1
131,청주,Mar-21,9.6,15.5,4.5,23.8,-1.2,1013,1020.1,6.5,57,5,76.6,53.3,1.4,5.6,4.7,220.4,59.38,10.7
131,청주,Apr-21,14.8,20.5,9.6,29.7,3.7,1011.6,1018.6,7.1,45,8,46.4,23.2,1.8,8.2,4.9,229.3,58.14,17.8
131,청주,May-21,17.8,23,13,31.3,7.5,1002.7,1009.5,12.3,62,15,136.4,35.9,1.5,7.8,5.8,200.8,45.84,20.2
131,청주,Jun-21,23.8,28.7,19.5,33.5,13.8,1001.1,1007.8,18.8,66,29,75.4,25.7,1.5,7,5.7,205.9,46.86,27.5
131,청주,Jul-21,28.3,32.7,24.4,36.4,21.6,1001.5,1008.1,25.4,68,33,138.1,38.3,1.6,6.1,6,232.2,52.05,31.9
131,청주,Aug-21,26.1,30,22.8,35.5,18.6,1002.1,1008.7,24.4,73,42,233.1,53.2,1.5,7.2,7.3,149,35.53,28.6
131,청주,Sep-21,22.8,27.1,19.1,30.1,16.3,1007,1013.7,19,70,31,185,66.5,1.7,6.2,5.7,181.5,48.71,24.2
131,청주,Oct-21,16.1,21.3,11.6,30.6,2,1014.7,1021.7,13.2,68,23,29.4,10.9,1.1,5.9,4.3,200.6,57.49,17.6
